,State_FIPS_Code,County_FIPS_Code,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate
1015,21,49,34887,9.0,15.0,5.1,1.3,10.0,24.7,13.9,5999,944,1415,2299,1894,2080837,85.4,-1111.1,-1111.1,-1111.1,-1111.1,40.5,82.1,-1111.1,7.9,4145,4093,1102,65.9,48.7
1179,23,9,53660,5.3,8.7,2.4,3.3,14.5,15.4,9.8,4674,1669,1433,3883,3901,264629,84.8,84.9,41.9,56.4,66.4,21.3,68.5,25.1,5.8,5584,8311,1251,111.8,42.9
2253,42,23,5639,5.0,9.9,3.8,1.4,-2222.2,20.9,-1111.1,796,188,137,324,287,12207,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,509,1104,153,17.7,35.5
454,13,141,9643,12.0,17.6,9.1,1.8,24.9,44.8,-1111.1,2455,279,351,597,507,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1607,1163,364,20.7,0.0
598,17,11,35330,5.6,10.1,3.2,2.0,11.0,19.2,9.6,3848,956,620,1936,2052,11676,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.1,81.0,20.0,8.4,4090,5992,621,53.8,28.3
946,20,121,30496,7.7,10.5,2.4,2.5,7.8,33.4,16.3,2484,835,407,1893,1543,0,87.6,-1111.1,-1111.1,-1111.1,-1111.1,25.2,76.1,21.5,6.9,2325,3057,537,49.2,23.0
495,13,225,24794,10.2,13.3,7.3,1.3,20.3,25.9,13.0,3992,768,644,1485,1421,31632,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,90.2,-1111.1,12.6,3999,3022,929,52.4,28.2
1476,28,155,10092,9.7,14.2,9.4,0.9,23.3,29.5,13.8,2183,311,366,596,453,55655,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.8,-1111.1,-1111.1,8.4,1796,1613,487,29.7,29.7
796,19,19,21019,6.7,11.6,2.6,2.2,20.6,19.9,12.9,2140,566,487,1162,770,60242,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.1,81.5,24.1,4.6,1987,3176,330,28.5,28.5
1794,35,3,3409,8.3,15.5,4.7,5.9,44.4,53.0,-1111.1,562,100,77,239,202,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.7,-1111.1,-1111.1,3.1,948,674,120,0.0,0.0
291,8,97,14914,9.2,10.8,1.4,8.4,13.9,24.1,18.4,429,465,391,1180,1056,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,-1111.1,7.2,2.1,1688,930,51,134.1,73.8
1074,21,167,21610,9.4,13.3,4.9,0.9,16.2,30.7,17.0,3591,619,883,1416,1155,3761221,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,82.0,-1111.1,8.4,2681,3096,673,46.3,23.1
2389,46,61,3747,6.0,10.1,0.8,3.5,23.0,-1111.1,-1111.1,604,62,93,203,133,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.9,82.2,-1111.1,4.4,330,523,38,0.0,0.0
274,8,63,7642,6.7,12.5,5.3,2.5,17.4,36.9,19.9,1163,159,167,546,591,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.5,1510,1128,118,39.3,13.1
2346,45,65,10108,12.2,16.7,8.0,0.9,22.4,34.1,10.8,2531,400,289,645,491,7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1069,1802,333,29.7,29.7
43,1,87,22810,11.1,17.5,9.3,1.6,30.2,22.8,11.7,4027,444,850,1267,1319,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.6,4325,2862,781,26.3,21.9
2662,48,283,6016,7.0,13.5,12.4,0.4,27.8,-1111.1,-1111.1,1814,148,217,307,272,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1544,679,128,0.0,16.6
1552,29,143,18566,9.4,15.3,9.3,0.8,20.9,33.1,16.7,4583,615,632,1217,852,1983674,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,3129,2653,789,10.8,16.2
332,12,31,826436,9.5,14.0,4.2,2.0,13.3,17.9,14.5,91506,17465,25590,42316,42938,11227930,86.1,84.7,44.1,63.2,62.6,24.2,77.6,29.4,6.5,108555,81079,17218,107.9,39.6
1974,37,173,13167,6.1,12.4,7.6,1.0,14.3,22.5,13.1,2620,470,463,767,868,-2222,91.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,80.9,-1111.1,8.9,2196,2070,562,121.5,30.4
1972,37,169,45858,8.4,13.2,3.6,1.6,5.9,22.1,15.2,8548,1217,1177,2707,2971,16036370,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.8,72.7,-1111.1,12.2,5392,4972,1220,24.0,8.7
1709,31,115,686,-1111.1,-1111.1,-1111.1,-1111.1,16.2,-1111.1,-1111.1,39,15,14,42,25,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,218,-2222,-2222,0.0,0.0
183,5,149,21391,7.7,10.6,7.7,1.1,20.5,34.2,12.3,5052,429,762,1347,1179,1303353,70.4,-1111.1,-1111.1,-1111.1,-1111.1,31.6,81.0,21.0,8.9,4389,3068,994,51.4,23.4
816,19,59,16687,6.5,10.5,3.0,1.5,8.9,18.5,13.2,1322,463,280,995,586,5301,72.1,76.5,42.3,-1111.1,-1111.1,19.7,74.2,24.3,6.4,907,3481,306,47.9,47.9
1249,26,41,38347,6.7,9.4,3.2,1.8,20.3,14.7,13.4,3692,1437,950,2231,2401,996828,93.0,-1111.1,-1111.1,-1111.1,-1111.1,25.8,-1111.1,-1111.1,8.9,3689,6752,1194,67.8,49.5
2189,40,121,44641,7.3,12.3,7.0,1.0,26.7,28.1,18.2,7387,981,1734,2811,1976,153137,72.3,69.2,30.7,77.1,75.2,33.8,82.6,36.4,7.2,7457,6640,1465,58.2,33.6
1133,22,45,74388,9.8,13.9,7.3,1.2,25.5,24.9,11.0,15411,2217,2360,3798,3983,115847,82.8,82.2,30.7,-1111.1,-1111.1,32.7,85.4,31.8,11.2,12631,8279,2135,67.2,40.3
2607,48,173,1327,8.8,12.9,-1111.1,-1111.1,25.7,-1111.1,-1111.1,241,27,47,67,59,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,-2222,-2222,0.0,0.0
158,5,99,9550,11.0,14.3,7.7,0.8,26.3,46.7,10.3,1958,251,387,613,536,143957,81.0,-1111.1,-1111.1,-1111.1,-1111.1,32.2,-1111.1,-1111.1,1.9,1614,1484,407,31.4,10.5
2309,44,1,52743,6.4,9.3,1.0,4.7,5.7,6.7,6.2,6762,1182,1312,4078,4074,81501,86.5,88.4,56.1,63.8,71.0,20.1,69.6,29.7,6.0,2285,7851,1062,174.4,37.9
73,2,70,4926,6.6,12.3,6.3,2.4,28.1,22.5,21.8,624,218,-2222,233,365,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1133,350,50,182.7,101.5
159,5,101,8452,6.8,10.7,5.4,1.2,17.1,25.2,16.6,1763,175,369,559,464,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.5,-1111.1,-1111.1,5.8,1734,1199,469,23.7,0.0
1951,37,127,91378,9.4,14.0,5.1,1.5,21.2,22.4,10.2,14805,2711,3104,5246,5990,182174,85.0,88.9,-1111.1,-1111.1,-1111.1,31.6,78.2,31.7,7.8,12599,10957,3146,83.2,42.7
2488,47,125,147202,7.9,11.3,2.9,0.9,19.6,18.5,13.1,14086,3233,3309,8729,7832,17657773,90.7,85.7,-1111.1,-1111.1,-1111.1,24.7,68.3,25.2,6.6,17192,10643,2376,56.4,42.1
1562,29,163,18762,6.9,11.3,5.8,2.2,19.0,31.9,15.5,3075,474,402,1266,910,1499828,85.2,-1111.1,-1111.1,-1111.1,-1111.1,25.5,76.7,-1111.1,8.7,2339,2642,443,10.7,21.3
961,20,151,9496,6.9,9.9,3.0,1.5,17.6,15.8,20.0,861,195,129,609,499,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.0,83.2,-1111.1,11.1,1140,1668,170,73.7,52.7
2484,47,117,28372,7.4,10.0,4.6,1.2,17.2,34.6,18.1,5087,807,917,1800,1466,425924,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,34.7,-1111.1,-1111.1,9.0,3020,3257,752,28.2,24.7
211,6,55,132764,5.4,8.5,2.5,3.9,22.2,10.7,7.4,17566,3046,3171,7004,8942,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.1,-1111.1,-1111.1,6.1,17325,18945,3091,106.2,61.8
1723,31,143,5421,6.2,11.6,1.4,2.1,11.7,-1111.1,-1111.1,503,99,93,332,193,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.5,86.0,-1111.1,6.2,569,1027,61,18.4,36.9
2796,49,43,35001,7.9,10.6,1.6,3.3,24.9,15.8,10.8,1684,835,574,2654,1310,25,91.5,80.6,47.0,58.1,70.0,12.9,73.9,14.3,2.4,4433,1655,170,125.7,28.6
1633,30,75,1705,6.9,12.1,-1111.1,-1111.1,22.5,-1111.1,-1111.1,202,35,36,126,85,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,363,276,17,0.0,0.0
471,13,175,46896,10.7,13.9,6.4,1.0,9.4,30.5,10.6,9060,1239,1397,2783,2367,420517,81.2,73.0,38.7,57.6,62.5,31.3,82.5,32.4,8.4,7636,5749,1718,113.0,32.0
2063,39,45,138423,7.5,12.6,2.1,2.0,14.7,10.9,8.3,11357,3736,3403,9480,6980,21524,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.4,75.0,27.5,8.3,9422,14099,2304,62.1,34.7
942,20,113,29523,6.9,10.5,2.8,1.9,10.1,18.8,10.4,2750,641,354,1880,1556,470206,76.5,86.0,38.4,63.6,71.8,24.6,77.8,30.2,6.1,1828,4983,402,67.7,44.0
2350,45,73,69577,8.3,12.3,5.1,1.3,24.1,33.8,15.3,12772,2780,2307,4210,3245,281349,82.1,76.1,43.6,63.7,70.4,22.9,74.1,30.7,9.1,8325,10980,2529,64.7,27.3
2347,45,67,34904,13.1,17.3,7.2,0.9,17.9,32.3,7.7,7206,1968,1325,2012,1701,113787,73.6,-1111.1,-1111.1,-1111.1,-1111.1,31.7,77.2,44.6,11.5,7893,4574,1468,60.2,14.3
1004,21,27,19293,7.7,12.4,4.3,1.1,18.2,30.4,18.2,4091,642,1167,1274,1074,-2222,80.6,-1111.1,-1111.1,-1111.1,-1111.1,36.9,77.9,27.2,7.4,2699,2657,653,31.1,15.5
868,19,163,160998,7.1,11.6,4.0,1.7,14.8,11.2,10.9,14582,4250,2842,8983,5965,813333,86.3,83.0,50.1,73.4,68.3,20.1,81.3,23.7,6.9,15478,18923,3146,72.1,55.9
765,18,141,266160,7.7,10.8,4.0,2.0,22.9,12.0,11.8,29067,7116,3559,17436,12104,883724,79.9,73.9,41.1,70.5,70.4,26.2,75.5,26.7,8.1,33036,35682,4819,95.4,45.1
2172,40,87,30096,7.5,12.3,3.8,1.3,13.8,28.7,15.9,4159,599,693,1838,1339,-2222,81.7,-1111.1,-1111.1,-1111.1,-1111.1,28.2,82.2,27.4,6.9,4589,3560,658,29.9,19.9
2345,45,63,235272,8.0,11.1,3.6,1.9,21.1,18.9,12.8,26664,6234,5822,13695,11085,1781882,87.3,76.4,55.7,66.2,71.9,20.7,75.5,26.2,6.7,26740,22830,4524,69.7,28.5
1440,28,83,36431,11.9,17.0,9.7,1.3,37.6,24.6,10.5,8123,1499,1135,2023,1808,734339,75.4,-1111.1,24.9,-1111.1,-1111.1,49.5,86.3,39.6,11.9,8848,4185,1328,54.9,30.2
2657,48,273,30757,7.9,15.0,7.1,1.4,12.4,10.8,8.3,5576,868,805,1577,1506,1335,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6993,3186,517,45.5,39.0
1138,22,55,197390,9.2,11.5,3.7,1.9,7.8,18.5,10.3,25022,5489,6385,10346,11073,76832,84.1,82.9,31.9,62.7,63.1,25.6,82.3,24.4,7.0,28498,18505,3925,131.7,49.6
1190,23,31,202315,6.4,10.1,1.7,2.9,8.4,13.5,10.3,18998,4645,4993,14235,14481,336774,85.5,83.3,50.4,66.4,74.1,22.3,71.4,24.2,6.9,11695,25835,4883,56.3,30.2
2547,48,53,41676,6.9,11.7,4.7,2.0,20.2,38.6,13.2,6440,778,996,2295,1717,2888,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.9,-1111.1,-1111.1,6.7,5769,5645,549,52.8,28.8
1737,31,171,623,-1111.1,8.7,-1111.1,-1111.1,24.6,154.6,-1111.1,76,16,9,41,22,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,-2222,-2222,0.0,0.0
673,17,161,147808,7.6,12.8,4.1,1.8,14.2,11.0,11.7,17247,3657,2643,8078,8843,3179712,76.3,81.4,44.0,73.6,72.3,24.3,76.1,27.9,8.5,18735,22237,3096,59.5,52.8
1152,22,83,20526,11.6,16.1,10.2,0.8,19.6,34.4,9.3,5053,671,672,1079,1105,4658,84.4,-1111.1,-1111.1,-1111.1,-1111.1,32.6,80.3,-1111.1,10.0,4166,3068,543,92.6,29.2
3035,54,89,13740,9.9,12.1,5.6,2.5,17.0,30.2,18.8,3587,279,1018,1084,562,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.5,-1111.1,-1111.1,9.2,2301,2172,657,43.7,14.6
2862,51,91,2475,7.5,14.5,-1111.1,4.4,13.2,-1111.1,-1111.1,514,40,88,152,109,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,357,507,65,80.8,0.0
1508,29,55,23932,8.4,12.1,5.3,1.2,15.3,34.1,14.9,4924,711,581,1577,1131,2773,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.1,87.8,-1111.1,5.8,3273,3263,863,4.2,20.9
1580,29,201,41143,10.2,16.3,5.6,0.7,13.7,23.8,9.6,7338,1180,1184,2641,1911,104812,81.0,-1111.1,-1111.1,-1111.1,-1111.1,37.2,83.8,26.4,6.8,5611,5794,1637,68.1,36.5
1224,25,19,10168,6.2,9.6,1.1,4.9,11.6,-1111.1,-1111.1,625,196,169,638,910,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.1,617,1093,72,49.2,39.3
2031,38,87,709,8.5,13.4,-1111.1,-1111.1,21.3,-1111.1,-1111.1,90,13,14,42,22,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,-2222,-2222,0.0,141.0
635,17,85,22580,5.0,9.1,2.1,1.5,14.2,18.0,11.5,2638,555,400,1277,1315,1541718,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,2099,4162,373,31.0,44.3
366,12,97,231578,8.3,14.0,3.7,2.2,12.5,23.5,14.6,31207,4085,7730,11977,12262,8626,76.4,80.6,35.4,-1111.1,-1111.1,29.0,77.6,19.7,7.3,33602,20397,5164,43.6,13.4
305,8,125,9789,6.6,10.7,4.2,2.0,18.6,44.5,13.4,1291,199,264,680,741,-2222,91.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,89.5,-1111.1,3.7,1977,1510,130,112.4,30.6
717,18,45,17462,7.5,11.2,4.4,1.1,18.6,29.3,12.2,2275,488,574,1171,722,96094,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.5,82.0,-1111.1,12.1,1885,3213,450,28.6,34.4
2170,40,83,36894,7.9,12.0,3.1,1.9,13.7,15.2,8.1,4293,682,864,2263,1839,-2222,78.5,78.8,35.3,-1111.1,68.2,33.8,89.8,27.0,6.2,5484,3340,572,5.4,13.6
2733,48,425,7578,5.5,10.0,5.2,0.8,32.8,36.6,17.6,1092,186,318,403,328,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1145,843,103,79.2,13.2
1813,35,37,9259,7.0,11.0,10.2,0.6,30.7,25.4,21.1,1692,232,319,612,560,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.3,78.7,24.3,6.7,2663,1802,326,75.6,21.6
376,12,117,401619,7.6,13.1,2.4,3.2,9.4,12.2,13.0,30274,7621,15334,21296,21208,5114,83.8,82.3,44.3,-1111.1,-1111.1,19.4,78.9,24.8,6.3,49258,35452,5992,67.0,37.1
2763,48,485,125894,8.1,12.3,6.3,1.2,14.5,17.6,13.2,15505,3039,2924,6523,5737,862251,78.2,-1111.1,-1111.1,-1111.1,-1111.1,28.8,84.3,28.9,7.7,18033,16858,2605,105.6,59.6
2194,40,131,80757,6.0,10.9,3.4,1.8,18.0,24.9,9.4,8753,1486,1990,4885,3698,3865244,82.6,73.6,37.0,65.3,73.9,29.2,88.9,29.0,8.9,9470,7576,1298,32.2,28.5
370,12,105,542912,8.2,12.8,5.7,1.6,26.6,25.2,13.0,91048,10221,19259,28703,28344,7128634,79.0,77.9,49.0,63.7,61.9,32.9,75.2,29.2,9.2,79871,79346,14262,54.3,22.3
2055,39,29,110928,7.6,12.1,3.0,1.4,12.4,15.5,11.8,14919,3829,5293,7797,5412,755587,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.4,76.9,22.3,7.1,12241,17271,2608,45.1,26.1
1916,37,57,154623,9.1,14.0,4.8,1.4,16.2,24.6,11.5,29570,4767,3558,9027,10035,234456,83.6,79.4,33.5,62.8,63.9,32.2,80.4,28.2,10.0,18221,16906,3774,38.8,14.2
2644,48,247,5029,9.2,16.3,9.2,0.6,18.7,31.2,-1111.1,1269,131,243,253,222,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1229,742,98,39.8,0.0
409,13,51,238410,10.5,14.9,4.7,1.6,25.5,14.6,10.3,29982,5846,6959,14150,12490,6994823,86.1,82.2,52.6,57.6,63.5,26.2,75.6,26.1,9.2,35318,28304,5294,122.1,41.9
2564,48,87,2968,7.7,12.3,8.9,-1111.1,15.7,60.3,-1111.1,557,74,95,157,127,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,630,591,59,0.0,33.7
200,6,33,65147,6.1,9.9,4.8,2.2,27.2,23.1,15.5,10150,1984,4571,3484,4448,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,11580,10272,2566,62.9,30.7
3062,55,33,41708,6.1,11.1,2.6,1.9,17.0,17.1,9.7,3333,1038,858,2734,2734,191362,86.0,-1111.1,-1111.1,-1111.1,-1111.1,23.4,-1111.1,-1111.1,2.3,3446,4488,746,50.4,24.0
1578,29,197,4308,8.3,12.4,4.1,-1111.1,13.9,38.0,-1111.1,565,134,107,292,198,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,636,956,152,0.0,46.4
249,8,14,43478,-2222.2,-2222.2,-2222.2,-2222.2,-2222.2,-2222.2,-2222.2,-2222,1130,-2222,2986,3277,8117,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,-1111.1,15.9,3.3,-2222,-2222,-2222,87.4,-2222.2
1705,31,107,8916,4.8,8.5,3.1,1.7,14.8,30.5,-1111.1,1120,167,155,552,323,-2222,78.8,-1111.1,-1111.1,-1111.1,-1111.1,29.0,77.3,-1111.1,7.5,1590,2094,185,44.9,67.3
2781,49,13,15354,7.5,10.7,4.4,1.6,17.3,38.9,26.8,1633,355,317,1058,578,0,66.0,-1111.1,35.8,40.6,68.2,24.9,85.8,27.4,5.8,2816,1644,332,71.6,39.1
342,12,51,39561,7.9,13.1,7.8,1.4,25.1,43.6,10.7,10396,1289,1196,1936,2232,899227,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.6,8529,3301,688,30.3,17.7
335,12,37,10177,8.1,11.0,6.5,1.1,14.7,30.5,12.2,2309,202,374,565,520,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.7,1687,1578,303,59.0,9.8
33,1,67,16610,9.7,13.9,6.3,1.0,18.1,31.8,8.9,3793,294,585,951,789,6200,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.0,2556,2583,631,18.1,30.1
1884,36,117,93609,6.1,9.4,2.8,2.1,17.7,18.7,8.9,11101,2475,2641,5202,5330,657792,86.4,-1111.1,-1111.1,-1111.1,-1111.1,28.5,69.8,25.6,8.1,8778,12343,3201,47.0,33.1
27,1,55,103189,8.5,13.6,5.9,1.0,19.1,21.8,15.7,18341,1982,4505,5897,4895,1619985,77.6,77.2,38.9,61.7,57.6,34.1,81.4,38.2,10.2,16180,15265,4508,72.7,42.6
2051,39,21,39698,6.9,10.9,4.3,1.0,13.4,21.1,11.6,4707,1183,811,2717,1942,8276,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.1,3236,4789,876,27.7,20.2
1060,21,139,9760,7.3,12.7,4.3,0.4,10.8,35.9,13.4,1785,290,541,667,538,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.2,82.8,-1111.1,6.7,1234,1529,467,30.7,10.2
7,1,15,112141,9.0,14.1,4.8,0.8,12.1,25.5,13.6,19546,2182,5722,6400,5545,808521,82.7,76.5,46.2,57.3,56.2,29.2,81.9,33.2,11.2,16456,16440,5301,75.8,41.9
2103,39,125,19537,7.9,11.2,4.6,1.3,17.2,40.0,7.5,2412,593,394,1340,960,105491,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1886,2515,452,20.5,20.5
3113,55,133,378971,5.9,10.5,1.0,3.1,4.8,9.8,8.0,20562,8075,11751,24494,19583,571315,85.4,83.6,47.4,71.8,80.1,16.6,73.4,22.9,5.2,23728,47091,4364,140.1,72.8
2952,53,1,16803,5.5,9.2,7.4,1.6,-2222.2,33.9,7.6,3475,581,488,896,1094,4906,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.2,-1111.1,22.1,15.4,4102,1333,178,65.5,41.7
1888,37,1,140533,8.6,12.8,4.8,1.6,17.7,21.1,7.1,21754,4098,3982,8141,9467,33413,82.0,82.7,53.9,67.0,72.9,25.5,81.1,27.9,9.1,19158,19012,3522,64.8,39.1
2211,41,11,64711,5.7,9.9,4.1,1.4,25.3,20.6,17.2,8503,2133,2974,4949,4789,63225,72.9,81.3,46.0,77.6,73.2,21.8,73.0,32.0,9.4,8999,11808,2112,95.8,46.4
590,16,83,69419,6.5,10.8,3.7,1.6,22.2,29.4,13.9,8232,1312,2193,4366,3013,423207,72.4,71.6,38.5,69.0,70.1,24.2,77.1,27.5,5.7,11165,9167,1150,70.6,43.2
203,6,39,142788,6.4,11.6,5.2,2.0,18.8,28.8,11.7,30140,4795,4112,7076,9746,525740,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,25.8,-1111.1,-1111.1,10.4,29874,16057,3034,53.2,25.2
2246,42,9,50091,6.7,10.3,2.5,1.2,-2222.2,30.5,17.9,7685,1684,1402,2875,2467,152615,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.5,77.1,-1111.1,10.5,5266,8363,1114,41.9,31.9
364,12,93,39836,6.8,12.5,7.0,1.5,21.6,43.1,18.6,9088,822,1309,2093,2127,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,39.6,79.9,-1111.1,8.5,7655,5966,1185,52.7,20.1
44,1,89,298192,9.2,15.1,4.0,2.3,8.5,16.5,10.6,28690,4944,9467,16746,14705,922380,85.1,81.5,45.9,66.3,70.8,22.9,75.6,24.9,6.5,35743,32428,5431,95.2,46.6
2039,38,103,4574,4.7,7.8,2.7,2.7,12.5,21.1,-1111.1,949,107,71,276,133,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.6,73.6,33.1,6.4,382,1270,96,43.7,43.7
2883,51,137,30246,7.1,10.3,4.4,1.5,17.4,26.2,14.7,5240,419,828,1765,1414,27492,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.1,-1111.1,-1111.1,5.1,2556,5341,725,72.7,19.8
1362,27,101,8852,5.6,11.4,2.2,1.6,14.0,12.6,-1111.1,1300,221,111,502,471,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.9,981,1841,134,22.6,22.6
2236,41,61,24540,5.4,10.4,3.5,1.9,19.2,15.6,14.1,2272,811,683,1798,1968,254973,75.3,-1111.1,-1111.1,-1111.1,-1111.1,20.0,78.6,25.3,5.3,3369,3709,551,73.3,40.7
2370,46,23,9194,4.9,12.1,5.7,1.8,27.6,50.9,29.0,1431,192,420,477,323,-2222,75.1,75.7,32.1,69.6,74.3,25.1,80.5,27.5,10.1,1755,1535,144,21.8,32.6
2390,46,63,1218,3.3,7.8,-1111.1,3.3,24.2,-1111.1,-1111.1,102,31,23,69,44,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,282,184,19,0.0,0.0
3033,54,85,10540,8.9,12.8,5.5,0.9,19.3,22.8,11.6,1984,266,680,790,437,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.6,81.4,-1111.1,7.1,1451,1576,408,9.5,19.0
2750,48,459,37881,8.1,12.6,5.2,1.0,17.2,39.6,15.4,5964,906,1114,2018,1599,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.1,6277,5522,978,26.4,10.6
646,17,107,30603,6.8,11.0,4.0,1.4,11.1,17.6,7.7,4005,751,748,1718,1976,369637,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.5,2281,4473,566,42.5,39.2
893,20,15,62354,6.3,10.7,3.7,1.7,10.7,23.6,10.5,5147,1768,998,3857,3198,513754,83.0,81.9,36.9,73.6,72.1,22.8,81.3,21.1,6.7,5781,7153,949,51.3,22.5
190,6,13,1017787,6.4,9.8,2.2,4.4,10.6,9.9,9.4,87405,24606,19668,52118,67356,5389010,81.5,85.6,49.8,58.7,74.0,21.0,72.8,23.7,5.4,119080,107242,14932,97.2,59.8
1988,38,1,2433,4.4,11.2,-1111.1,-1111.1,22.4,-1111.1,-1111.1,312,43,37,149,73,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.6,-1111.1,-1111.1,9.4,277,555,35,493.2,41.1
